source_text;ipa
waalde mawnde nde gofernema joƴƴinay;w aː l d e   m a w n d e   n d e   ɡ o f e r n e m a   ɟ o ʔʲ ʔʲ i n a j
waalde njeɗɗe;w aː l d e   n ɟ e ɗ ɗ e
waaldeere1;w aː l d eː r e 1
waaldude;w aː l d u d e
waalirde;w aː l i r d e
waaliyal;w aː l i j a l
waalnude;w aː l n u d e
waaltaade;w aː l t aː d e
waalude;w aː l u d e
waamnde;w aː m n d e
waamnde-galaasi;w aː m n d e - ɡ a l aː s i
waamtude;w aː m t u d e
waamude;w aː m u d e
waancaade;w aː n c aː d e
waande1;w aː n d e 1
waande2;w aː n d e 2
waandu;w aː n d u
waandu mawndu;w aː n d u   m a w n d u
waandu rewru;w aː n d u   r e w r u
waandu semmbereeru;w aː n d u   s e m m b e r eː r u
waanjit-o;w aː n ɟ i t - o
waannde;w aː n n d e
waanneede;w aː n n eː d e
waannude;w aː n n u d e
waannyude;w aː n n j u d e
waansude;w aː n s u d e
waanteede;w aː n t eː d e
waantude;w aː n t u d e
waanude;w aː n u d e
waare;w aː r e
waarudu;w aː r u d u
waasude;w aː s u d e
waasugol;w aː s u ɡ o l
waataade;w aː t aː d e
waatoreede;w aː t o r eː d e
waatude;w aː t u d e
waawaa;w aː w aː
waawaa sawreede;w aː w aː   s a w r eː d e
waawande;w aː w a n d e
waaweede;w aː w eː d e
waawi janngeede;w aː w i   ɟ a n ŋ ɡ eː d e
waawtude;w aː w t u d e
waawude;w aː w u d e
waawude kaariya;w aː w u d e   k aː r i j a
waawude umminde sariya faa bononndaajo jukkee;w aː w u d e   u m m i n d e   s a r i j a   f aː   b o n o n n d aː ɟ o   ɟ u k k eː
waawugol yaharude haala muuɗum jutiisi;w aː w u ɡ o l   j a h a r u d e   h aː l a   m uː ɗ u m   ɟ u t iː s i
waaydude;w aː j d u d e
waaƴiɗinde;w aː ʔʲ i ɗ i n d e
waaƴude;w aː ʔʲ u d e
wabbere;w a b b e r e
waccaade;w a c c aː d e
waccitaade;w a c c i t aː d e
waccoore1;w a c c oː r e 1
waccoore2;w a c c oː r e 2
waddannde;w a d d a n n d e
waddondirde;w a d d o n d i r d e
waddondirgol;w a d d o n d i r ɡ o l
wadduɓe;w a d d u ɓ e
waddude;w a d d u d e
waddundurde;w a d d u n d u r d e
waɗ-a;w a ɗ - a
waɗ-a fiɓre;w a ɗ - a   f i ɓ r e
waɗ-a lime;w a ɗ - a   l i m e
waɗ-a nyiginyoga;w a ɗ - a   n j i ɡ i n j o ɡ a
waɗande;w a ɗ a n d e
waɗanegol laabi buurtorɗi;w a ɗ a n e ɡ o l   l aː b i   b uː r t o r ɗ i
waɗɗaade;w a ɗ ɗ aː d e
waɗeede;w a ɗ eː d e
waɗeede goɗɗum;w a ɗ eː d e   ɡ o ɗ ɗ u m
waɗi;w a ɗ i
waɗii jamaanuuji;w a ɗ iː   ɟ a m aː n uː ɟ i
waɗinde;w a ɗ i n d e
waɗt-a;w a ɗ t - a
waɗtande;w a ɗ t a n d e
waɗtude;w a ɗ t u d e
waɗude;w a ɗ u d e
waɗude faa laamu jeeta;w a ɗ u d e   f aː   l aː m u   ɟ eː t a
waɗude siiji keewɗi;w a ɗ u d e   s iː ɟ i   k eː w ɗ i
waɗude sinyatiiri;w a ɗ u d e   s i n j a t iː r i
waɗude warhoore mawnde;w a ɗ u d e   w a r h oː r e   m a w n d e
waɗugol ceeri;w a ɗ u ɡ o l   c eː r i
waɗugol faa laamu jeeta;w a ɗ u ɡ o l   f aː   l aː m u   ɟ eː t a
waɗugol golle;w a ɗ u ɡ o l   ɡ o l l e
waɗugol tile-tile;w a ɗ u ɡ o l   t i l e - t i l e
wagasi;w a ɡ a s i
waggiɗinde;w a ɡ ɡ i ɗ i n d e
wagginɗinde;w a ɡ ɡ i n ɗ i n d e
wagon;w a ɡ o n
Wahaabiyanke;w a h aː b i j a n k e
wahaade;w a h aː d e
wahilɓe;w a h i l ɓ e
wahnaade;w a h n aː d e
wajaalo;w a ɟ aː l o
wajoore;w a ɟ oː r e
wajude;w a ɟ u d e
wakawal-ɓecce;w a k a w a l - ɓ e c c e
waki;w a k i
wakiili;w a k iː l i
wakkaade;w a k k aː d e
wakkaare;w a k k aː r e
wakkati;w a k k a t i
wakkati filaade laamu umminaa;w a k k a t i   f i l aː d e   l aː m u   u m m i n aː
wakkati ndemri;w a k k a t i   n d e m r i
wakkere;w a k k e r e
wakkilde;w a k k i l d e
wakkudu;w a k k u d u
waktu;w a k t u
walaa;w a l aː
walaa ɗon;w a l aː   ɗ o n
walaa innde;w a l aː   i n n d e
walaa nennga;w a l aː   n e n ŋ ɡ a
walawannde;w a l a w a n n d e
walbo;w a l b o
walbo silɓungo;w a l b o   s i l ɓ u ŋ ɡ o
waldaa;w a l d aː
walɗere;w a l ɗ e r e
waliisi;w a l iː s i
walka;w a l k a
wallaahi;w a l l aː h i
wallala jannde sawto;w a l l a l a   ɟ a n n d e   s a w t o
walleede;w a l l eː d e
wallifo;w a l l i f o
wallinde;w a l l i n d e
wallingol;w a l l i ŋ ɡ o l
wallinirde;w a l l i n i r d e
wallisaade;w a l l i s aː d e
wallitinde;w a l l i t i n d e
wallitinnde;w a l l i t i n n d e
wallondirgol;w a l l o n d i r ɡ o l
wallondirgol hakkunde leydi e leydi;w a l l o n d i r ɡ o l   h a k k u n d e   l e j d i   e   l e j d i
wallondirgol hakkunde leyɗe ndewgu;w a l l o n d i r ɡ o l   h a k k u n d e   l e j ɗ e   n d e w ɡ u
wallude;w a l l u d e
walsere;w a l s e r e
wamnude;w a m n u d e
wamude;w a m u d e
wanaa;w a n aː
wanaa gootum;w a n aː   ɡ oː t u m
wanaa tokorajum;w a n aː   t o k o r a ɟ u m
wangande;w a ŋ ɡ a n d e
wanginde;w a ŋ ɡ i n d e
wangude;w a ŋ ɡ u d e
wannde;w a n n d e
wanndoore;w a n n d oː r e
wannjalde;w a n n ɟ a l d e
wannude;w a n n u d e
wannyaade;w a n n j aː d e
wannyaare;w a n n j aː r e
wannyinnde;w a n n j i n n d e
wannyondirde;w a n n j o n d i r d e
wantaa;w a n t aː
wanyaare;w a n j aː r e
wanyamlenyaaku;w a n j a m l e n j aː k u
wanyande;w a n j a n d e
wanyandereejo;w a n j a n d e r eː ɟ o
wanyanere;w a n j a n e r e
wanyuɓe;w a n j u ɓ e
wanyude;w a n j u d e
wanyugol sii;w a n j u ɡ o l   s iː
wappayɓe;w a p p a j ɓ e
wappude;w a p p u d e
warata caggal;w a r a t a   c a ɡ ɡ a l
warde suka cecco;w a r d e   s u k a   c e c c o
wargaade;w a r ɡ aː d e
warhoore ummanaande1;w a r h oː r e   u m m a n aː n d e 1
warhoore ummanaande2;w a r h oː r e   u m m a n aː n d e 2
waritaade;w a r i t aː d e
wariwari;w a r i w a r i
waroyta;w a r o j t a
wartirde;w a r t i r d e
wartude;w a r t u d e
wartude dow ko saranoo;w a r t u d e   d o w   k o   s a r a n oː
warude1;w a r u d e 1
warude2;w a r u d e 2
warude gilƴi reedu;w a r u d e   ɡ i l ʔʲ i   r eː d u
warugol;w a r u ɡ o l
warugol mo gosaaka;w a r u ɡ o l   m o   ɡ o s aː k a
warugol ngol gosooɓe anndanaa;w a r u ɡ o l   ŋ ɡ o l   ɡ o s oː ɓ e   a n n d a n aː
warugol tuundi reedu;w a r u ɡ o l   t uː n d i   r eː d u
wasaade;w a s aː d e
wasirde;w a s i r d e
wasiya;w a s i j a
wasorde;w a s o r d e
wasude;w a s u d e
wasugol gayɗe;w a s u ɡ o l   ɡ a j ɗ e
wattaade;w a t t aː d e
wattande;w a t t a n d e
wattinkinaade;w a t t i n k i n aː d e
wattinkinaare;w a t t i n k i n aː r e
wattitaade;w a t t i t aː d e
wattitaare;w a t t i t aː r e
wattitidde;w a t t i t i d d e
wattitinde;w a t t i t i n d e
wattitinde luumnde;w a t t i t i n d e   l uː m n d e
wattitingol;w a t t i t i ŋ ɡ o l
wattitingol aawdiiri;w a t t i t i ŋ ɡ o l   aː w d iː r i
wattitingol batta en;w a t t i t i ŋ ɡ o l   b a t t a   e n
wattitirde;w a t t i t i r d e
wattondirde;w a t t o n d i r d e
wattonndirde;w a t t o n n d i r d e
wattude1;w a t t u d e 1
wattude2;w a t t u d e 2
wattude e lunnde;w a t t u d e   e   l u n n d e
wattude ko welnata nyaamndu;w a t t u d e   k o   w e l n a t a   n j aː m n d u
wattugol dartorɗe;w a t t u ɡ o l   d a r t o r ɗ e
wattugol toɗɗanɗe1;w a t t u ɡ o l   t o ɗ ɗ a n ɗ e 1
wattugol toɗɗanɗe2;w a t t u ɡ o l   t o ɗ ɗ a n ɗ e 2
watude;w a t u d e
wawaade;w a w aː d e
wawdu;w a w d u
wawlaade;w a w l aː d e
wawlaare;w a w l aː r e
wawnyude;w a w n j u d e
wawtu;w a w t u
wawtu ɓeydagol nyaw;w a w t u   ɓ e j d a ɡ o l   n j a w
wawtu caggal tuubaaku;w a w t u   c a ɡ ɡ a l   t uː b aː k u
wawtu ekkitol;w a w t u   e k k i t o l
wawtu gaɗaaɗo;w a w t u   ɡ a ɗ aː ɗ o
wawtu garoowo;w a w t u   ɡ a r oː w o
wawtu gollal;w a w t u   ɡ o l l a l
wawtu gonuɗo;w a w t u   ɡ o n u ɗ o
wawtu paltiiɗo;w a w t u   p a l t iː ɗ o
wawtu tuubaaku en;w a w t u   t uː b aː k u   e n
wawtuuji musinngol;w a w t uː ɟ i   m u s i n ŋ ɡ o l
wayɓe;w a j ɓ e
wayde;w a j d e
wayilde;w a j i l d e
waylaade;w a j l aː d e
waylagol;w a j l a ɡ o l
waylagol neema ley reedu;w a j l a ɡ o l   n eː m a   l e j   r eː d u
waylagol nyaamndu ley tergal;w a j l a ɡ o l   n j aː m n d u   l e j   t e r ɡ a l
waylagol-wakkatiiji;w a j l a ɡ o l - w a k k a t iː ɟ i
waylataako;w a j l a t aː k o
waylitaade;w a j l i t aː d e
wuuwugol;w uː w u ɡ o l
wuyɓaade;w u j ɓ aː d e
wuyɓe;w u j ɓ e
wuyko;w u j k o
wuykoore;w u j k oː r e
wuykude;w u j k u d e
wuylaade;w u j l aː d e
wuƴaade;w u ʔʲ aː d e
wuƴeede;w u ʔʲ eː d e
wuƴude;w u ʔʲ u d e
yaaɓaade;j aː ɓ aː d e
yaaɓata-boolooli;j aː ɓ a t a - b oː l oː l i
yaaɓere;j aː ɓ e r e
yaaɓoro;j aː ɓ o r o
yaaɓude;j aː ɓ u d e
yaade;j aː d e
yaadiiɓe;j aː d iː ɓ e
yaadude;j aː d u d e
yaafa hooreejo leydi;j aː f a   h oː r eː ɟ o   l e j d i
yaafaade;j aː f aː d e
yaafaade dow innde sariya;j aː f aː d e   d o w   i n n d e   s a r i j a
yaafagol sariya;j aː f a ɡ o l   s a r i j a
yaafanaade;j aː f a n aː d e
yaafinde;j aː f i n d e
yaafoore;j aː f oː r e
yaafude;j aː f u d e
Yaaga;j aː ɡ a
yaagaade;j aː ɡ aː d e
Yaagaajo;j aː ɡ aː ɟ o
Yaagaare;j aː ɡ aː r e
yaage;j aː ɡ e
yaajinde;j aː ɟ i n d e
yaajinde kaane ɓii-aadama;j aː ɟ i n d e   k aː n e   ɓ iː - aː d a m a
yaajinere;j aː ɟ i n e r e
yaajude;j aː ɟ u d e
yaaɓaade;j aː ɓ aː d e
yaaɓata-boolooli;j aː ɓ a t a - b oː l oː l i
yaaɓere;j aː ɓ e r e
yaaɓoro;j aː ɓ o r o
yaaɓude;j aː ɓ u d e
yaade;j aː d e
yaadiiɓe;j aː d iː ɓ e
yaadude;j aː d u d e
yaafa hooreejo leydi;j aː f a   h oː r eː ɟ o   l e j d i
yaafaade;j aː f aː d e
yaafaade dow innde sariya;j aː f aː d e   d o w   i n n d e   s a r i j a
yaafagol sariya;j aː f a ɡ o l   s a r i j a
yaafanaade;j aː f a n aː d e
yaafinde;j aː f i n d e
yaafoore;j aː f oː r e
yaafude;j aː f u d e
Yaaga;j aː ɡ a
yaagaade;j aː ɡ aː d e
Yaagaajo;j aː ɡ aː ɟ o
Yaagaare;j aː ɡ aː r e
yaage;j aː ɡ e
yaajinde;j aː ɟ i n d e
yaajinde kaane ɓii-aadama;j aː ɟ i n d e   k aː n e   ɓ iː - aː d a m a
yaajinere;j aː ɟ i n e r e
yaajude;j aː ɟ u d e
Yaakuuba;j aː k uː b a
yaalaade1;j aː l aː d e 1
yaalaade2;j aː l aː d e 2
yaalaare;j aː l aː r e
yaalude;j aː l u d e
Yaanga;j aː ŋ ɡ a
Yaangaajo;j aː ŋ ɡ aː ɟ o
Yaangaare;j aː ŋ ɡ aː r e
yaare1;j aː r e 1
yaare2;j aː r e 2
yaarude;j aː r u d e
yaarude jawdim ɗo haajaa;j aː r u d e   ɟ a w d i m   ɗ o   h aː ɟ aː
yaarugol haala gosorde dowuure;j aː r u ɡ o l   h aː l a   ɡ o s o r d e   d o w uː r e
yaasin;j aː s i n
yaasin huunde;j aː s i n   h uː n d e
yaasoore;j aː s oː r e
yaawanyoludeejum;j aː w a n j o l u d eː ɟ u m
yaawtorɗinde;j aː w t o r ɗ i n d e
yaawude;j aː w u d e
yaaya;j aː j a
yaaya koreeji;j aː j a   k o r eː ɟ i
Yaayaa;j aː j aː
yaaynude;j aː j n u d e
yaayre;j aː j r e
yabbere;j a b b e r e
yabere;j a b e r e
yafaare;j a f aː r e
yah-a hoore binndol;j a h - a   h oː r e   b i n n d o l
yaha wara henndu;j a h a   w a r a   h e n n d u
yaharude;j a h a r u d e
yahde jahaangal;j a h d e   ɟ a h aː ŋ ɡ a l
yahdodinde;j a h d o d i n d e
yahdude;j a h d u d e
yahude;j a h u d e
yahugol;j a h u ɡ o l
yahugol ɗo haajaa;j a h u ɡ o l   ɗ o   h aː ɟ aː
Yahuuda;j a h uː d a
Yahuudiyanke;j a h uː d i j a n k e
yakkaajo;j a k k aː ɟ o
yalaare;j a l aː r e
yalguuje;j a l ɡ uː ɟ e
yalla;j a l l a
yaltinde;j a l t i n d e
yaltirde;j a l t i r d e
yaltitinde;j a l t i t i n d e
yaltude;j a l t u d e
yamɗingol;j a m ɗ i ŋ ɡ o l
yamɗude;j a m ɗ u d e
yamiraaka;j a m i r aː k a
yamirde;j a m i r d e
yamirɗum;j a m i r ɗ u m
yamiroore;j a m i r oː r e
yammbalde;j a m m b a l d e
yammere;j a m m e r e
yamnde;j a m n d e
yan-a;j a n - a
yanaande;j a n aː n d e
yandude;j a n d u d e
yanɗude;j a n ɗ u d e
yankere;j a n k e r e
yankirde;j a n k i r d e
yankirgol;j a n k i r ɡ o l
yankude;j a n k u d e
yannde;j a n n d e
yanngaade;j a n ŋ ɡ aː d e
yanngada mawɗo;j a n ŋ ɡ a d a   m a w ɗ o
yantaare;j a n t aː r e
yanude1;j a n u d e 1
yanude2;j a n u d e 2
yappo;j a p p o
yappude;j a p p u d e
yappuriire;j a p p u r iː r e
yarda;j a r d a
yardaade;j a r d aː d e
yareere;j a r eː r e
yarlagol;j a r l a ɡ o l
yarnirgal;j a r n i r ɡ a l
yarnude;j a r n u d e
yarooru;j a r oː r u
yarraade;j a r r aː d e
yarramuye;j a r r a m u j e
yarranaade;j a r r a n aː d e
yarude;j a r u d e
yarugol;j a r u ɡ o l
yarugol taba wellitiingol;j a r u ɡ o l   t a b a   w e l l i t iː ŋ ɡ o l
yawaade;j a w aː d e
yawɗaade;j a w ɗ aː d e
yawɗinde;j a w ɗ i n d e
yawtinde;j a w t i n d e
yawtude;j a w t u d e
yawude;j a w u d e
yay;j a j
yaynaade;j a j n aː d e
yaynam;j a j n a m
yaynanaade;j a j n a n aː d e
yayngol;j a j ŋ ɡ o l
yaynude;j a j n u d e
yayranaade;j a j r a n aː d e
yayre;j a j r e
yayyaytude;j a j j a j t u d e
yebere;j e b e r e
yeccaade;j e c c aː d e
yeccinde;j e c c i n d e
yeccitaade;j e c c i t aː d e
yeccude;j e c c u d e
yeddidinde;j e d d i d i n d e
yeddondirude;j e d d o n d i r u d e
yeddude;j e d d u d e
yeɗude;j e ɗ u d e
yeebaade;j eː b aː d e
yeebiiwu;j eː b iː w u
yeeborɗinde;j eː b o r ɗ i n d e
yeegineeru;j eː ɡ i n eː r u
yeegude;j eː ɡ u d e
yeende;j eː n d e
yeendu;j eː n d u
yeenoowo;j eː n oː w o
yeensaade;j eː n s aː d e
yeenude;j eː n u d e
yeenugol;j eː n u ɡ o l
yeeso1;j eː s o 1
yeeso2;j eː s o 2
yeesowal;j eː s o w a l
Yeesu;j eː s u
yeeweede;j eː w eː d e
yeeweende;j eː w eː n d e
yeewinnde;j eː w i n n d e
yeewnude;j eː w n u d e
yeewtere;j eː w t e r e
yeewtinaade;j eː w t i n aː d e
yeewtinde;j eː w t i n d e
yeewto;j eː w t o
yeewtude;j eː w t u d e
yeeytaade;j eː j t aː d e
yeeyude;j eː j u d e
yeeƴaade;j eː ʔʲ aː d e
yeeƴitande binndi;j eː ʔʲ i t a n d e   b i n n d i
yeggitinde;j e ɡ ɡ i t i n d e
yelaa;j e l aː
yelaade;j e l aː d e
yelaango;j e l aː ŋ ɡ o
yelleere;j e l l eː r e
yemaade;j e m aː d e
yemmbal;j e m m b a l
yemre;j e m r e
yendoowo;j e n d oː w o
yenjude;j e n ɟ u d e
yenndude;j e n n d u d e
yennoore;j e n n oː r e
yennude;j e n n u d e
yeraajo;j e r aː ɟ o
yerem;j e r e m
Yeremiya;j e r e m i j a
yergaade;j e r ɡ aː d e
yerganaaru;j e r ɡ a n aː r u
yergude;j e r ɡ u d e
Yero;j e r o
yerondirde;j e r o n d i r d e
yerondirol;j e r o n d i r o l
yertere;j e r t e r e
yeru;j e r u
yerwaade;j e r w aː d e
yerƴude;j e r ʔʲ u d e
yetamere;j e t a m e r e
yetteede;j e t t eː d e
yettoore;j e t t oː r e
yettude;j e t t u d e
yewto;j e w t o
yewtude;j e w t u d e
yeyre;j e j r e
yeyyeynude;j e j j e j n u d e
yi'ondirde;j i ʔ o n d i r d e
yi'ude;j i ʔ u d e
yiɓɓe;j i ɓ ɓ e
yidde;j i d d e
yiɗande;j i ɗ a n d e
yiɗanere;j i ɗ a n e r e
yiɗanngol ndewgum tan;j i ɗ a n ŋ ɡ o l   n d e w ɡ u m   t a n
yiɗeede;j i ɗ eː d e
yiɗude;j i ɗ u d e
yiɗude heedande ndewgum;j i ɗ u d e   h eː d a n d e   n d e w ɡ u m
yiggaade;j i ɡ ɡ aː d e
yiggeede;j i ɡ ɡ eː d e
yiggude;j i ɡ ɡ u d e
yigiiwo;j i ɡ iː w o
yigiraagu gure;j i ɡ i r aː ɡ u   ɡ u r e
yigiraaku;j i ɡ i r aː k u
yigondirde;j i ɡ o n d i r d e
yigoo;j i ɡ oː
yiide;j iː d e
yiidude;j iː d u d e
yiifaade;j iː f aː d e
yiifude;j iː f u d e
yiilaade;j iː l aː d e
yiilnde;j iː l n d e
yiilnude;j iː l n u d e
yiiltaade;j iː l t aː d e
yiinaade;j iː n aː d e
yiingaaku;j iː ŋ ɡ aː k u
yiinorgal;j iː n o r ɡ a l
yiit-a;j iː t - a
yiite;j iː t e
yiitilawgol nyaw;j iː t i l a w ɡ o l   n j a w
yiitirde;j iː t i r d e
yiitude;j iː t u d e
yiitude jihaale;j iː t u d e   ɟ i h aː l e
yiitude nokkuure heyre;j iː t u d e   n o k k uː r e   h e j r e
yiitugol nyaw;j iː t u ɡ o l   n j a w
yiitugol saɗɗa;j iː t u ɡ o l   s a ɗ ɗ a
yillorde;j i l l o r d e
yillude;j i l l u d e
yillugol;j i l l u ɡ o l
yim-a;j i m - a
yimɓe;j i m ɓ e
yimɓe ɓe cuɓaaki nder yimɓe 100;j i m ɓ e   ɓ e   c u ɓ aː k i   n d e r   j i m ɓ e   1 0 0
yimɓe ɓe kaɓɓondiray politikki maa soldaasiiɓe;j i m ɓ e   ɓ e   k a ɓ ɓ o n d i r a j   p o l i t i k k i   m aː   s o l d aː s iː ɓ e
yimɓe cuɓiiɓe nder yimɓe 100;j i m ɓ e   c u ɓ iː ɓ e   n d e r   j i m ɓ e   1 0 0
yimɓe leydi;j i m ɓ e   l e j d i
yimmbaade;j i m m b aː d e
yimre;j i m r e
yimude;j i m u d e
yinaade;j i n aː d e
yingaade;j i ŋ ɡ aː d e
yinnude;j i n n u d e
yirgaajo;j i r ɡ aː ɟ o
yurmeede;j u r m eː d e
yurmeende;j u r m eː n d e
yurminaade;j u r m i n aː d e
yurminkinaade;j u r m i n k i n aː d e
yuta;j u t a
yutum;j u t u m
yuuguure;j uː ɡ uː r e
yuurnaade;j uː r n aː d e
yuweede;j u w eː d e
yuwude;j u w u d e
ƴaamnde;ʔʲ aː m n d e
ƴaamndeeje;ʔʲ aː m n d eː ɟ e
ƴaamnude;ʔʲ aː m n u d e
ƴaanɗude;ʔʲ aː n ɗ u d e
ƴaartaade;ʔʲ aː r t aː d e
ƴaɓɓaade;ʔʲ a ɓ ɓ aː d e
ƴaɓɓintingol haanere;ʔʲ a ɓ ɓ i n t i ŋ ɡ o l   h aː n e r e
ƴaccitaade;ʔʲ a c c i t aː d e
ƴakkinde;ʔʲ a k k i n d e
ƴakkirde;ʔʲ a k k i r d e
ƴakkude;ʔʲ a k k u d e
ƴamande;ʔʲ a m a n d e
ƴamɗe;ʔʲ a m ɗ e
ƴamgal;ʔʲ a m ɡ a l
ƴamirgel;ʔʲ a m i r ɡ e l
ƴamitaade;ʔʲ a m i t aː d e
ƴamle;ʔʲ a m l e
ƴamol;ʔʲ a m o l
ƴamoowo;ʔʲ a m oː w o
ƴamtindaade;ʔʲ a m t i n d aː d e
ƴamtindagol;ʔʲ a m t i n d a ɡ o l
ƴamtinoraade wottotooɓe;ʔʲ a m t i n o r aː d e   w o t t o t oː ɓ e
ƴamtude;ʔʲ a m t u d e
ƴamtugol nyamaale;ʔʲ a m t u ɡ o l   n j a m aː l e
ƴamude;ʔʲ a m u d e
ƴaamnde;ʔʲ aː m n d e
ƴaamndeeje;ʔʲ aː m n d eː ɟ e
ƴaamnude;ʔʲ aː m n u d e
ƴaanɗude;ʔʲ aː n ɗ u d e
ƴaartaade;ʔʲ aː r t aː d e
ƴaɓɓaade;ʔʲ a ɓ ɓ aː d e
ƴaɓɓintingol haanere;ʔʲ a ɓ ɓ i n t i ŋ ɡ o l   h aː n e r e
ƴaccitaade;ʔʲ a c c i t aː d e
ƴakkinde;ʔʲ a k k i n d e
ƴakkirde;ʔʲ a k k i r d e
ƴakkude;ʔʲ a k k u d e
ƴamande;ʔʲ a m a n d e
ƴamɗe;ʔʲ a m ɗ e
ƴamgal;ʔʲ a m ɡ a l
ƴamirgel;ʔʲ a m i r ɡ e l
ƴamitaade;ʔʲ a m i t aː d e
ƴamle;ʔʲ a m l e
ƴamol;ʔʲ a m o l
ƴamoowo;ʔʲ a m oː w o
ƴamtindaade;ʔʲ a m t i n d aː d e
ƴamtindagol;ʔʲ a m t i n d a ɡ o l
ƴamtinoraade wottotooɓe;ʔʲ a m t i n o r aː d e   w o t t o t oː ɓ e
ƴamtude;ʔʲ a m t u d e
ƴamtugol nyamaale;ʔʲ a m t u ɡ o l   n j a m aː l e
ƴamude;ʔʲ a m u d e
ƴangal;ʔʲ a ŋ ɡ a l
ƴaraade;ʔʲ a r aː d e
ƴarorde;ʔʲ a r o r d e
ƴeɓtaare heɓa goɗɗum waɗee;ʔʲ e ɓ t aː r e   h e ɓ a   ɡ o ɗ ɗ u m   w a ɗ eː
ƴeekiiwo;ʔʲ eː k iː w o
ƴeenyirgal;ʔʲ eː n j i r ɡ a l
ƴeenyude;ʔʲ eː n j u d e
ƴeewnaade;ʔʲ eː w n aː d e
ƴeewndorde;ʔʲ eː w n d o r d e
ƴeewtaade;ʔʲ eː w t aː d e
ƴeewtind-o;ʔʲ eː w t i n d - o
ƴeewude;ʔʲ eː w u d e
ƴellaade;ʔʲ e l l aː d e
ƴengilaade;ʔʲ e ŋ ɡ i l aː d e
ƴeppitaade;ʔʲ e p p i t aː d e
ƴeptaade;ʔʲ e p t aː d e
ƴeptude;ʔʲ e p t u d e
ƴerem;ʔʲ e r e m
ƴewnaade;ʔʲ e w n aː d e
ƴewtaade;ʔʲ e w t aː d e
ƴewtaare;ʔʲ e w t aː r e
ƴewtal;ʔʲ e w t a l
ƴewtoore laamu;ʔʲ e w t oː r e   l aː m u
ƴewtotooɗo;ʔʲ e w t o t oː ɗ o
ƴewƴewtude;ʔʲ e w ʔʲ e w t u d e
ƴeƴude;ʔʲ e ʔʲ u d e
ƴi'al;ʔʲ i ʔ a l
ƴi'al ɓaawo;ʔʲ i ʔ a l   ɓ aː w o
ƴi'al ɓernde;ʔʲ i ʔ a l   ɓ e r n d e
ƴi'al honndu junngo;ʔʲ i ʔ a l   h o n n d u   ɟ u n ŋ ɡ o
ƴi'al hoore;ʔʲ i ʔ a l   h oː r e
ƴi'al kunkuuru;ʔʲ i ʔ a l   k u n k uː r u
ƴi'al teppere;ʔʲ i ʔ a l   t e p p e r e
ƴi'al wecco;ʔʲ i ʔ a l   w e c c o
ƴi'al-becce;ʔʲ i ʔ a l - b e c c e
ƴi'al-howru;ʔʲ i ʔ a l - h o w r u
ƴi'al-kataare;ʔʲ i ʔ a l - k a t aː r e
ƴi'al-korral;ʔʲ i ʔ a l - k o r r a l
ƴi'e;ʔʲ i ʔ e
ƴi'el-korral;ʔʲ i ʔ e l - k o r r a l
ƴibbere;ʔʲ i b b e r e
ƴibbi;ʔʲ i b b i
ƴiigal;ʔʲ iː ɡ a l
ƴiire;ʔʲ iː r e
ƴiire wecco;ʔʲ iː r e   w e c c o
ƴiire-busal;ʔʲ iː r e - b u s a l
ƴiiƴaahi;ʔʲ iː ʔʲ aː h i
ƴiiƴam;ʔʲ iː ʔʲ a m
ƴiiƴibala;ʔʲ iː ʔʲ i b a l a
ƴiiƴirdu;ʔʲ iː ʔʲ i r d u
ƴilfaade;ʔʲ i l f aː d e
ƴiwdi;ʔʲ i w d i
ƴiwrude;ʔʲ i w r u d e
ƴiwtude;ʔʲ i w t u d e
ƴiwude;ʔʲ i w u d e
ƴolde;ʔʲ o l d e
ƴolondirde;ʔʲ o l o n d i r d e
ƴolude;ʔʲ o l u d e
ƴommbaariya;ʔʲ o m m b aː r i j a
ƴommbal;ʔʲ o m m b a l
ƴommbal kamanaari;ʔʲ o m m b a l   k a m a n aː r i
ƴommbal mbayeeri;ʔʲ o m m b a l   m b a j eː r i
ƴommbal muutiri;ʔʲ o m m b a l   m uː t i r i
ƴommbe;ʔʲ o m m b e
ƴommbeewo;ʔʲ o m m b eː w o
ƴoogude;ʔʲ oː ɡ u d e
ƴoolde;ʔʲ oː l d e
ƴoolde huɗo;ʔʲ oː l d e   h u ɗ o
ƴoonde;ʔʲ oː n d e
ƴotaade;ʔʲ o t aː d e
ƴoyre;ʔʲ o j r e
ƴoƴude;ʔʲ o ʔʲ u d e
ƴoƴuɗo;ʔʲ o ʔʲ u ɗ o
ƴufinde saabunde;ʔʲ u f i n d e   s aː b u n d e
ƴugoore;ʔʲ u ɡ oː r e
ƴukkinaare;ʔʲ u k k i n aː r e
ƴulmere;ʔʲ u l m e r e
ƴulndi;ʔʲ u l n d i
ƴunndi;ʔʲ u n n d i
ƴuude wotto;ʔʲ uː d e   w o t t o
ƴuudi;ʔʲ uː d i
ƴuufude;ʔʲ uː f u d e
ƴuugoode;ʔʲ uː ɡ oː d e
ƴuulaade;ʔʲ uː l aː d e
